isbn,isbn13,isbn10,title,author,authors,category,categories,publisher,year,published_year,description,keywords,language,availability,availability_status,copies,copies_available,total_copies,copies_total,borrowed_count,expected_return,expected_return_date,shelf,shelf_location,popularity_score,difficulty_level,target_audience,table_of_contents,average_rating,ratings_count,source,semantic_text,combined
9789310000605,9789310000605,8100000605,Engineering Physics: Mechanics Casebook 28,Priya Menon,Priya Menon,Physics,Physics,O'Reilly Media,2021,2021,"Engineering Physics: Mechanics Casebook 28 is designed for college library users studying Physics. It explains mechanics, optics, and electricity with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Physics; mechanics; mechanics; optics; electricity; magnetism; quantum physics,English,Available,Available,4,4,7,7,10,,,F-06-6,F-06-6,0.45,Beginner,engineering students; physics students; first-year students,Introduction to Physics; Core concepts in mechanics; Tools and methods for optics; Solved examples; Mini project and assessment questions,4.5,1735,books.csv,"Engineering Physics: Mechanics Casebook 28 Priya Menon Physics Engineering Physics: Mechanics Casebook 28 is designed for college library users studying Physics. It explains mechanics, optics, and electricity with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Physics; mechanics; mechanics; optics; electricity; magnetism; quantum physics","Engineering Physics: Mechanics Casebook 28 Priya Menon Physics Engineering Physics: Mechanics Casebook 28 is designed for college library users studying Physics. It explains mechanics, optics, and electricity with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Physics; mechanics; mechanics; optics; electricity; magnetism; quantum physics"
9789310000606,9789310000606,8100000606,Organic Chemistry: Thermodynamics Casebook 28,Daniel Roberts,Daniel Roberts,Chemistry,Chemistry,Springer,2022,2022,"Organic Chemistry: Thermodynamics Casebook 28 is designed for college library users studying Chemistry. It explains chemical bonding, thermodynamics, and polymers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Chemistry; thermodynamics; chemical bonding; thermodynamics; polymers; materials; environment,English,Available,Available,7,7,8,8,9,,,A-07-7,A-07-7,0.62,Intermediate,engineering students; chemistry students; first-year students,Introduction to Chemistry; Core concepts in thermodynamics; Tools and methods for thermodynamics; Solved examples; Mini project and assessment questions,3.6,1832,books.csv,"Organic Chemistry: Thermodynamics Casebook 28 Daniel Roberts Chemistry Organic Chemistry: Thermodynamics Casebook 28 is designed for college library users studying Chemistry. It explains chemical bonding, thermodynamics, and polymers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Chemistry; thermodynamics; chemical bonding; thermodynamics; polymers; materials; environment","Organic Chemistry: Thermodynamics Casebook 28 Daniel Roberts Chemistry Organic Chemistry: Thermodynamics Casebook 28 is designed for college library users studying Chemistry. It explains chemical bonding, thermodynamics, and polymers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Chemistry; thermodynamics; chemical bonding; thermodynamics; polymers; materials; environment"
9789310000607,9789310000607,8100000607,Embedded Electronics: Microcontrollers Casebook 28,Nisha Verma,Nisha Verma,Electronics,Electronics,Wiley,2023,2023,"Embedded Electronics: Microcontrollers Casebook 28 is designed for college library users studying Electronics. It explains circuits, signals, and microcontrollers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Electronics; microcontrollers; circuits; signals; microcontrollers; VLSI; embedded systems,English,Available,Available,5,5,9,9,13,,,B-08-8,B-08-8,0.79,Intermediate,ECE students; embedded engineers; electronics students,Introduction to Electronics; Core concepts in microcontrollers; Tools and methods for signals; Solved examples; Mini project and assessment questions,4.3,1929,books.csv,"Embedded Electronics: Microcontrollers Casebook 28 Nisha Verma Electronics Embedded Electronics: Microcontrollers Casebook 28 is designed for college library users studying Electronics. It explains circuits, signals, and microcontrollers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electronics; microcontrollers; circuits; signals; microcontrollers; VLSI; embedded systems","Embedded Electronics: Microcontrollers Casebook 28 Nisha Verma Electronics Embedded Electronics: Microcontrollers Casebook 28 is designed for college library users studying Electronics. It explains circuits, signals, and microcontrollers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electronics; microcontrollers; circuits; signals; microcontrollers; VLSI; embedded systems"
9789310000608,9789310000608,8100000608,Machines Electrical Engineering: Circuits Casebook 28,Arun Patel,Arun Patel,Electrical Engineering,Electrical Engineering,Apress,2024,2024,"Machines Electrical Engineering: Circuits Casebook 28 is designed for college library users studying Electrical Engineering. It explains power systems, control systems, and machines with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Electrical Engineering; circuits; power systems; control systems; machines; circuits; renewable energy,English,Available,Available,1,1,2,2,11,,,C-09-1,C-09-1,0.96,Intermediate,EEE students; electrical engineers; engineering students,Introduction to Electrical Engineering; Core concepts in circuits; Tools and methods for control systems; Solved examples; Mini project and assessment questions,3.4,2026,books.csv,"Machines Electrical Engineering: Circuits Casebook 28 Arun Patel Electrical Engineering Machines Electrical Engineering: Circuits Casebook 28 is designed for college library users studying Electrical Engineering. It explains power systems, control systems, and machines with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electrical Engineering; circuits; power systems; control systems; machines; circuits; renewable energy","Machines Electrical Engineering: Circuits Casebook 28 Arun Patel Electrical Engineering Machines Electrical Engineering: Circuits Casebook 28 is designed for college library users studying Electrical Engineering. It explains power systems, control systems, and machines with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electrical Engineering; circuits; power systems; control systems; machines; circuits; renewable energy"
9789310000609,9789310000609,8100000609,Machine Mechanical Engineering: Cad Casebook 28,Leena Thomas,Leena Thomas,Mechanical Engineering,Mechanical Engineering,PHI Learning,2025,2025,"Machine Mechanical Engineering: Cad Casebook 28 is designed for college library users studying Mechanical Engineering. It explains thermodynamics, fluid mechanics, and machine design with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Mechanical Engineering; CAD; thermodynamics; fluid mechanics; machine design; manufacturing; CAD,English,Borrowed,Borrowed,0,0,3,3,14,2026-06-14,2026-06-14,D-10-2,D-10-2,0.58,Intermediate,mechanical students; design engineers; production engineers,Introduction to Mechanical Engineering; Core concepts in CAD; Tools and methods for fluid mechanics; Solved examples; Mini project and assessment questions,4.1,2123,books.csv,"Machine Mechanical Engineering: Cad Casebook 28 Leena Thomas Mechanical Engineering Machine Mechanical Engineering: Cad Casebook 28 is designed for college library users studying Mechanical Engineering. It explains thermodynamics, fluid mechanics, and machine design with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Mechanical Engineering; CAD; thermodynamics; fluid mechanics; machine design; manufacturing; CAD","Machine Mechanical Engineering: Cad Casebook 28 Leena Thomas Mechanical Engineering Machine Mechanical Engineering: Cad Casebook 28 is designed for college library users studying Mechanical Engineering. It explains thermodynamics, fluid mechanics, and machine design with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Mechanical Engineering; CAD; thermodynamics; fluid mechanics; machine design; manufacturing; CAD"
9789310000610,9789310000610,8100000610,Civil Civil Engineering: Structures Casebook 28,A. Sharma,A. Sharma,Civil Engineering,Civil Engineering,Pearson,2026,2026,"Civil Civil Engineering: Structures Casebook 28 is designed for college library users studying Civil Engineering. It explains structures, concrete, and soil mechanics with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Civil Engineering; structures; structures; concrete; soil mechanics; surveying; construction management,English,Available,Available,3,3,4,4,13,,,E-11-3,E-11-3,0.75,Beginner,civil students; site engineers; structural engineers,Introduction to Civil Engineering; Core concepts in structures; Tools and methods for concrete; Solved examples; Mini project and assessment questions,4.8,2220,books.csv,"Civil Civil Engineering: Structures Casebook 28 A. Sharma Civil Engineering Civil Civil Engineering: Structures Casebook 28 is designed for college library users studying Civil Engineering. It explains structures, concrete, and soil mechanics with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Civil Engineering; structures; structures; concrete; soil mechanics; surveying; construction management","Civil Civil Engineering: Structures Casebook 28 A. Sharma Civil Engineering Civil Civil Engineering: Structures Casebook 28 is designed for college library users studying Civil Engineering. It explains structures, concrete, and soil mechanics with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Civil Engineering; structures; structures; concrete; soil mechanics; surveying; construction management"
9789310000611,9789310000611,8100000611,Strategic MBA: Marketing Casebook 28,R. Kumar,R. Kumar,MBA,MBA,McGraw Hill,2014,2014,"Strategic MBA: Marketing Casebook 28 is designed for college library users studying MBA. It explains management, marketing, and finance with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",MBA; marketing; management; marketing; finance; operations; strategy,English,Available,Available,2,2,5,5,3,,,F-12-4,F-12-4,0.92,Intermediate,MBA students; managers; entrepreneurs,Introduction to MBA; Core concepts in marketing; Tools and methods for marketing; Solved examples; Mini project and assessment questions,3.9,2317,books.csv,"Strategic MBA: Marketing Casebook 28 R. Kumar MBA Strategic MBA: Marketing Casebook 28 is designed for college library users studying MBA. It explains management, marketing, and finance with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. MBA; marketing; management; marketing; finance; operations; strategy","Strategic MBA: Marketing Casebook 28 R. Kumar MBA Strategic MBA: Marketing Casebook 28 is designed for college library users studying MBA. It explains management, marketing, and finance with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. MBA; marketing; management; marketing; finance; operations; strategy"
9789310000612,9789310000612,8100000612,Development Economics: Markets Casebook 28,S. Iyer,S. Iyer,Economics,Economics,Oxford University Press,2015,2015,"Development Economics: Markets Casebook 28 is designed for college library users studying Economics. It explains microeconomics, macroeconomics, and markets with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Economics; markets; microeconomics; macroeconomics; markets; policy; development,English,Available,Available,1,1,6,6,6,,,A-13-5,A-13-5,0.54,Intermediate,commerce students; MBA students; economics students,Introduction to Economics; Core concepts in markets; Tools and methods for macroeconomics; Solved examples; Mini project and assessment questions,4.6,2414,books.csv,"Development Economics: Markets Casebook 28 S. Iyer Economics Development Economics: Markets Casebook 28 is designed for college library users studying Economics. It explains microeconomics, macroeconomics, and markets with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Economics; markets; microeconomics; macroeconomics; markets; policy; development","Development Economics: Markets Casebook 28 S. Iyer Economics Development Economics: Markets Casebook 28 is designed for college library users studying Economics. It explains microeconomics, macroeconomics, and markets with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Economics; markets; microeconomics; macroeconomics; markets; policy; development"
9789310000613,9789310000613,8100000613,Academic Communication Skills: Group Discussion Casebook 28,Meera Nair,Meera Nair,Communication Skills,Communication Skills,Cambridge University Press,2016,2016,"Academic Communication Skills: Group Discussion Casebook 28 is designed for college library users studying Communication Skills. It explains presentation, writing, and interviews with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Communication Skills; group discussion; presentation; writing; interviews; group discussion; reports,English,Available,Available,5,5,7,7,4,,,B-14-6,B-14-6,0.71,Intermediate,all college students; placement students; first-year students,Introduction to Communication Skills; Core concepts in group discussion; Tools and methods for writing; Solved examples; Mini project and assessment questions,3.7,2511,books.csv,"Academic Communication Skills: Group Discussion Casebook 28 Meera Nair Communication Skills Academic Communication Skills: Group Discussion Casebook 28 is designed for college library users studying Communication Skills. It explains presentation, writing, and interviews with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Communication Skills; group discussion; presentation; writing; interviews; group discussion; reports","Academic Communication Skills: Group Discussion Casebook 28 Meera Nair Communication Skills Academic Communication Skills: Group Discussion Casebook 28 is designed for college library users studying Communication Skills. It explains presentation, writing, and interviews with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Communication Skills; group discussion; presentation; writing; interviews; group discussion; reports"
9789310000614,9789310000614,8100000614,Project Research Methodology: Data Collection Casebook 28,K. Srinivasan,K. Srinivasan,Research Methodology,Research Methodology,MIT Press,2017,2017,"Project Research Methodology: Data Collection Casebook 28 is designed for college library users studying Research Methodology. It explains literature review, methodology, and citations with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Research Methodology; data collection; literature review; methodology; citations; survey design; data collection,English,Available,Available,7,7,8,8,4,,,C-15-7,C-15-7,0.88,Intermediate,final-year students; research students; faculty,Introduction to Research Methodology; Core concepts in data collection; Tools and methods for methodology; Solved examples; Mini project and assessment questions,4.4,2608,books.csv,"Project Research Methodology: Data Collection Casebook 28 K. Srinivasan Research Methodology Project Research Methodology: Data Collection Casebook 28 is designed for college library users studying Research Methodology. It explains literature review, methodology, and citations with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Research Methodology; data collection; literature review; methodology; citations; survey design; data collection","Project Research Methodology: Data Collection Casebook 28 K. Srinivasan Research Methodology Project Research Methodology: Data Collection Casebook 28 is designed for college library users studying Research Methodology. It explains literature review, methodology, and citations with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Research Methodology; data collection; literature review; methodology; citations; survey design; data collection"
9789310000615,9789310000615,8100000615,Environmental Environmental Science: Sustainability Casebook 28,Priya Menon,Priya Menon,Environmental Science,Environmental Science,O'Reilly Media,2018,2018,"Environmental Environmental Science: Sustainability Casebook 28 is designed for college library users studying Environmental Science. It explains sustainability, pollution, and climate change with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Environmental Science; sustainability; sustainability; pollution; climate change; biodiversity; waste management,English,Available,Available,4,4,9,9,9,,,D-16-8,D-16-8,0.5,Beginner,all college students; environmental science students; project teams,Introduction to Environmental Science; Core concepts in sustainability; Tools and methods for pollution; Solved examples; Mini project and assessment questions,3.5,2705,books.csv,"Environmental Environmental Science: Sustainability Casebook 28 Priya Menon Environmental Science Environmental Environmental Science: Sustainability Casebook 28 is designed for college library users studying Environmental Science. It explains sustainability, pollution, and climate change with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Environmental Science; sustainability; sustainability; pollution; climate change; biodiversity; waste management","Environmental Environmental Science: Sustainability Casebook 28 Priya Menon Environmental Science Environmental Environmental Science: Sustainability Casebook 28 is designed for college library users studying Environmental Science. It explains sustainability, pollution, and climate change with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Environmental Science; sustainability; sustainability; pollution; climate change; biodiversity; waste management"
9789310000616,9789310000616,8100000616,Modern Artificial Intelligence: Knowledge Representation Casebook 29,Daniel Roberts,Daniel Roberts,Artificial Intelligence,Artificial Intelligence,Springer,2019,2019,"Modern Artificial Intelligence: Knowledge Representation Casebook 29 is designed for college library users studying Artificial Intelligence. It explains AI, machine learning, and neural networks with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Artificial Intelligence; knowledge representation; AI; machine learning; neural networks; search; knowledge representation; NLP,English,Borrowed,Borrowed,0,0,2,2,7,2026-06-21,2026-06-21,E-17-1,E-17-1,0.67,Intermediate,CSE students; AI engineers; ML students,Introduction to Artificial Intelligence; Core concepts in knowledge representation; Tools and methods for machine learning; Solved examples; Mini project and assessment questions,4.2,2802,books.csv,"Modern Artificial Intelligence: Knowledge Representation Casebook 29 Daniel Roberts Artificial Intelligence Modern Artificial Intelligence: Knowledge Representation Casebook 29 is designed for college library users studying Artificial Intelligence. It explains AI, machine learning, and neural networks with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Artificial Intelligence; knowledge representation; AI; machine learning; neural networks; search; knowledge representation; NLP","Modern Artificial Intelligence: Knowledge Representation Casebook 29 Daniel Roberts Artificial Intelligence Modern Artificial Intelligence: Knowledge Representation Casebook 29 is designed for college library users studying Artificial Intelligence. It explains AI, machine learning, and neural networks with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Artificial Intelligence; knowledge representation; AI; machine learning; neural networks; search; knowledge representation; NLP"
9789310000617,9789310000617,8100000617,Mathematics for Machine Learning: Model Evaluation Casebook 29,Nisha Verma,Nisha Verma,Machine Learning,Machine Learning,Wiley,2020,2020,"Mathematics for Machine Learning: Model Evaluation Casebook 29 is designed for college library users studying Machine Learning. It explains supervised learning, unsupervised learning, and model evaluation with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Machine Learning; model evaluation; supervised learning; unsupervised learning; model evaluation; feature engineering; Python,English,Available,Available,3,3,3,3,6,,,F-18-2,F-18-2,0.84,Intermediate,ML students; data science students; AI engineers,Introduction to Machine Learning; Core concepts in model evaluation; Tools and methods for unsupervised learning; Solved examples; Mini project and assessment questions,4.9,2899,books.csv,"Mathematics for Machine Learning: Model Evaluation Casebook 29 Nisha Verma Machine Learning Mathematics for Machine Learning: Model Evaluation Casebook 29 is designed for college library users studying Machine Learning. It explains supervised learning, unsupervised learning, and model evaluation with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Machine Learning; model evaluation; supervised learning; unsupervised learning; model evaluation; feature engineering; Python","Mathematics for Machine Learning: Model Evaluation Casebook 29 Nisha Verma Machine Learning Mathematics for Machine Learning: Model Evaluation Casebook 29 is designed for college library users studying Machine Learning. It explains supervised learning, unsupervised learning, and model evaluation with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Machine Learning; model evaluation; supervised learning; unsupervised learning; model evaluation; feature engineering; Python"
9789310000618,9789310000618,8100000618,Python for Data Science: Data Cleaning Casebook 29,Arun Patel,Arun Patel,Data Science,Data Science,Apress,2021,2021,"Python for Data Science: Data Cleaning Casebook 29 is designed for college library users studying Data Science. It explains statistics, data analysis, and visualization with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Data Science; data cleaning; statistics; data analysis; visualization; data cleaning; predictive modeling,English,Available,Available,3,3,4,4,8,,,A-19-3,A-19-3,0.46,Intermediate,data science students; analysts; research students,Introduction to Data Science; Core concepts in data cleaning; Tools and methods for data analysis; Solved examples; Mini project and assessment questions,4.0,2996,books.csv,"Python for Data Science: Data Cleaning Casebook 29 Arun Patel Data Science Python for Data Science: Data Cleaning Casebook 29 is designed for college library users studying Data Science. It explains statistics, data analysis, and visualization with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Data Science; data cleaning; statistics; data analysis; visualization; data cleaning; predictive modeling","Python for Data Science: Data Cleaning Casebook 29 Arun Patel Data Science Python for Data Science: Data Cleaning Casebook 29 is designed for college library users studying Data Science. It explains statistics, data analysis, and visualization with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Data Science; data cleaning; statistics; data analysis; visualization; data cleaning; predictive modeling"
9789310000619,9789310000619,8100000619,Problem Solving with Programming: Java Casebook 29,Leena Thomas,Leena Thomas,Programming,Programming,PHI Learning,2022,2022,"Problem Solving with Programming: Java Casebook 29 is designed for college library users studying Programming. It explains Python, Java, and C++ with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Programming; Java; Python; Java; C++; OOP; debugging; software design,English,Available,Available,5,5,5,5,8,,,B-20-4,B-20-4,0.63,Intermediate,first-year students; CSE students; programming beginners,Introduction to Programming; Core concepts in Java; Tools and methods for Java; Solved examples; Mini project and assessment questions,4.7,3093,books.csv,"Problem Solving with Programming: Java Casebook 29 Leena Thomas Programming Problem Solving with Programming: Java Casebook 29 is designed for college library users studying Programming. It explains Python, Java, and C++ with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Programming; Java; Python; Java; C++; OOP; debugging; software design","Problem Solving with Programming: Java Casebook 29 Leena Thomas Programming Problem Solving with Programming: Java Casebook 29 is designed for college library users studying Programming. It explains Python, Java, and C++ with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Programming; Java; Python; Java; C++; OOP; debugging; software design"
9789310000620,9789310000620,8100000620,Database Database Systems: Sql Casebook 29,A. Sharma,A. Sharma,Database Systems,Database Systems,Pearson,2023,2023,"Database Database Systems: Sql Casebook 29 is designed for college library users studying Database Systems. It explains SQL, normalization, and transactions with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Database Systems; SQL; SQL; normalization; transactions; query optimization; NoSQL,English,Available,Available,3,3,6,6,12,,,C-21-5,C-21-5,0.8,Beginner,CSE students; backend developers; database administrators,Introduction to Database Systems; Core concepts in SQL; Tools and methods for normalization; Solved examples; Mini project and assessment questions,3.8,3190,books.csv,"Database Database Systems: Sql Casebook 29 A. Sharma Database Systems Database Database Systems: Sql Casebook 29 is designed for college library users studying Database Systems. It explains SQL, normalization, and transactions with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Database Systems; SQL; SQL; normalization; transactions; query optimization; NoSQL","Database Database Systems: Sql Casebook 29 A. Sharma Database Systems Database Database Systems: Sql Casebook 29 is designed for college library users studying Database Systems. It explains SQL, normalization, and transactions with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Database Systems; SQL; SQL; normalization; transactions; query optimization; NoSQL"
9789310000621,9789310000621,8100000621,Network Cybersecurity: Cryptography Casebook 29,R. Kumar,R. Kumar,Cybersecurity,Cybersecurity,McGraw Hill,2024,2024,"Network Cybersecurity: Cryptography Casebook 29 is designed for college library users studying Cybersecurity. It explains security, cryptography, and penetration testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Cybersecurity; cryptography; security; cryptography; penetration testing; risk; secure coding,English,Available,Available,6,6,7,7,11,,,D-22-6,D-22-6,0.97,Advanced,cybersecurity students; CSE students; security analysts,Introduction to Cybersecurity; Core concepts in cryptography; Tools and methods for cryptography; Solved examples; Mini project and assessment questions,4.5,3287,books.csv,"Network Cybersecurity: Cryptography Casebook 29 R. Kumar Cybersecurity Network Cybersecurity: Cryptography Casebook 29 is designed for college library users studying Cybersecurity. It explains security, cryptography, and penetration testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Cybersecurity; cryptography; security; cryptography; penetration testing; risk; secure coding","Network Cybersecurity: Cryptography Casebook 29 R. Kumar Cybersecurity Network Cybersecurity: Cryptography Casebook 29 is designed for college library users studying Cybersecurity. It explains security, cryptography, and penetration testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Cybersecurity; cryptography; security; cryptography; penetration testing; risk; secure coding"
9789310000622,9789310000622,8100000622,Cloud Computer Networks: Switching Casebook 29,S. Iyer,S. Iyer,Computer Networks,Computer Networks,Oxford University Press,2025,2025,"Cloud Computer Networks: Switching Casebook 29 is designed for college library users studying Computer Networks. It explains TCP/IP, routing, and switching with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Computer Networks; switching; TCP/IP; routing; switching; protocols; network security,English,Available,Available,7,7,8,8,12,,,E-23-7,E-23-7,0.59,Intermediate,CSE students; ECE students; network engineers,Introduction to Computer Networks; Core concepts in switching; Tools and methods for routing; Solved examples; Mini project and assessment questions,3.6,3384,books.csv,"Cloud Computer Networks: Switching Casebook 29 S. Iyer Computer Networks Cloud Computer Networks: Switching Casebook 29 is designed for college library users studying Computer Networks. It explains TCP/IP, routing, and switching with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Computer Networks; switching; TCP/IP; routing; switching; protocols; network security","Cloud Computer Networks: Switching Casebook 29 S. Iyer Computer Networks Cloud Computer Networks: Switching Casebook 29 is designed for college library users studying Computer Networks. It explains TCP/IP, routing, and switching with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Computer Networks; switching; TCP/IP; routing; switching; protocols; network security"
9789310000623,9789310000623,8100000623,Systems Operating Systems: Scheduling Casebook 29,Meera Nair,Meera Nair,Operating Systems,Operating Systems,Cambridge University Press,2026,2026,"Systems Operating Systems: Scheduling Casebook 29 is designed for college library users studying Operating Systems. It explains processes, memory management, and file systems with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Operating Systems; scheduling; processes; memory management; file systems; scheduling; Linux,English,Borrowed,Borrowed,0,0,9,9,21,2026-06-28,2026-06-28,F-24-8,F-24-8,0.76,Intermediate,CSE students; systems programmers; exam preparation students,Introduction to Operating Systems; Core concepts in scheduling; Tools and methods for memory management; Solved examples; Mini project and assessment questions,4.3,3481,books.csv,"Systems Operating Systems: Scheduling Casebook 29 Meera Nair Operating Systems Systems Operating Systems: Scheduling Casebook 29 is designed for college library users studying Operating Systems. It explains processes, memory management, and file systems with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Operating Systems; scheduling; processes; memory management; file systems; scheduling; Linux","Systems Operating Systems: Scheduling Casebook 29 Meera Nair Operating Systems Systems Operating Systems: Scheduling Casebook 29 is designed for college library users studying Operating Systems. It explains processes, memory management, and file systems with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Operating Systems; scheduling; processes; memory management; file systems; scheduling; Linux"
9789310000624,9789310000624,8100000624,Testing Software Engineering: Project Management Casebook 29,K. Srinivasan,K. Srinivasan,Software Engineering,Software Engineering,MIT Press,2014,2014,"Testing Software Engineering: Project Management Casebook 29 is designed for college library users studying Software Engineering. It explains requirements, design patterns, and testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Software Engineering; project management; requirements; design patterns; testing; DevOps; project management,English,Available,Available,1,1,2,2,1,,,A-01-1,A-01-1,0.93,Intermediate,CSE students; software engineers; project teams,Introduction to Software Engineering; Core concepts in project management; Tools and methods for design patterns; Solved examples; Mini project and assessment questions,3.4,3578,books.csv,"Testing Software Engineering: Project Management Casebook 29 K. Srinivasan Software Engineering Testing Software Engineering: Project Management Casebook 29 is designed for college library users studying Software Engineering. It explains requirements, design patterns, and testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Software Engineering; project management; requirements; design patterns; testing; DevOps; project management","Testing Software Engineering: Project Management Casebook 29 K. Srinivasan Software Engineering Testing Software Engineering: Project Management Casebook 29 is designed for college library users studying Software Engineering. It explains requirements, design patterns, and testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Software Engineering; project management; requirements; design patterns; testing; DevOps; project management"
